"# Generated by write_osm_objects_report from LangToolsOSM 0.1 with parameters: lang=ca, extra_tag=('name:ca', 'alt_name:ca', 'alt_name'), area=['name:ca'='l\'Alt Maestrat'][admin_level=7], filters=nwr[name~'^[Cc]alle'][!'name:ca']"	""	""	""	""	""	""	""	""	""	""	""
"typeOSM"	"idOSM"	"name"	"name:ca"	"alt_name:ca"	"alt_name"	"translations"	"ca.wikipedia_page"	"wikidata_type"	"wikidata_id"	"multilang_names"	"all_tags"
"way"	"143749383"	"Calle San Joaquín"	""	""	""	""	""	""	""	""	"{'highway': 'living_street', 'lit': 'yes', 'name': 'Calle San Joaquín', 'oneway': 'no', 'surface': 'sett'}"
"way"	"203808985"	"Calle de Vicente Almenar"	""	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': 'Calle de Vicente Almenar', 'oneway': 'no'}"
"way"	"203809085"	"Calle de Vicente Almenar"	""	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': 'Calle de Vicente Almenar', 'oneway': 'no'}"
"way"	"282960969"	"Calle de Vicente Almenar"	""	""	""	""	""	""	""	""	"{'highway': 'steps', 'name': 'Calle de Vicente Almenar'}"
"way"	"282960971"	"Calle de Vicente Almenar"	""	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': 'Calle de Vicente Almenar', 'oneway': 'no'}"
"way"	"203808938"	"Calle del Maestro Amado"	""	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': 'Calle del Maestro Amado', 'oneway': 'no'}"
"way"	"203808962"	"Calle de Ricardo Vives"	""	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': 'Calle de Ricardo Vives', 'oneway': 'no'}"
"way"	"282960950"	"Calle de Ricardo Vives"	""	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': 'Calle de Ricardo Vives', 'oneway': 'no'}"
"way"	"282960952"	"Calle de Ricardo Vives"	""	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': 'Calle de Ricardo Vives', 'oneway': 'no'}"
"way"	"146958004"	"Calle Enmedio"	""	""	""	""	""	""	""	""	"{'highway': 'living_street', 'name': 'Calle Enmedio', 'oneway': 'no'}"
"way"	"146958006"	"Calle Enmedio"	""	""	""	""	""	""	""	""	"{'highway': 'living_street', 'name': 'Calle Enmedio', 'oneway': 'no'}"
"way"	"146958014"	"Calle de Abajo"	""	""	""	""	""	""	""	""	"{'highway': 'living_street', 'name': 'Calle de Abajo', 'oneway': 'no'}"
"way"	"146958018"	"Calle de Abajo"	""	""	""	""	""	""	""	""	"{'highway': 'living_street', 'name': 'Calle de Abajo', 'oneway': 'no'}"
"way"	"146958010"	"Calle de Abajo"	""	""	""	""	""	""	""	""	"{'highway': 'living_street', 'name': 'Calle de Abajo', 'oneway': 'no'}"
"way"	"146958016"	"Calle de Abajo"	""	""	""	""	""	""	""	""	"{'highway': 'living_street', 'name': 'Calle de Abajo', 'oneway': 'no'}"
"way"	"207110129"	"Calle San Pablo"	""	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': 'Calle San Pablo', 'source': 'Bing;Catastro'}"
"way"	"207110133"	"Calle Tras Iglesia"	""	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': 'Calle Tras Iglesia', 'source': 'Bing;Catastro'}"
"way"	"207110134"	"Calle Trasera Calvario"	""	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': 'Calle Trasera Calvario', 'source': 'Bing;Catastro'}"
"way"	"207110135"	"Calle Trasera Iglesia"	""	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': 'Calle Trasera Iglesia', 'source': 'Bing;Catastro'}"
"way"	"583724663"	"Calle Magistral Chillida"	""	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': 'Calle Magistral Chillida', 'source': 'Bing;Catastro'}"
"way"	"207110122"	"Calle Huerta"	""	""	""	""	""	""	""	""	"{'highway': 'residential', 'name': 'Calle Huerta', 'source': 'Bing;Catastro'}"
