"# Generated by write_osm_objects_report from LangToolsOSM 0.0.15 with parameters: lang=ca, extra_tag=('name:ca', 'alt_name:ca', 'alt_name'), area=['name:ca'='Palma'][admin_level=7], filters=nwr[name~'^[Pp]laza'][!'name:ca']"	""	""	""	""	""	""	""	""	""	""
"typeOSM"	"idOSM"	"name"	"name:ca"	"alt_name:ca"	"alt_name"	"translations"	"ca.wikipedia_page"	"wikidata_id"	"multilang_names"	"all_tags"
"node"	"1622012492"	"Plaza de Toros Son Puigdorfila Nou"	""	""	""	""	""	""	""	"{'designation': 'bullfight place', 'historic': 'yes', 'name': 'Plaza de Toros Son Puigdorfila Nou'}"
"node"	"8124072277"	"Plaza"	""	""	""	""	""	""	""	"{'amenity': 'fast_food', 'cuisine': 'burger', 'name': 'Plaza'}"
"way"	"962257018"	"Plaza can Baró"	""	""	""	""	""	""	""	"{'leisure': 'park', 'name': 'Plaza can Baró'}"
"way"	"962263079"	"Plaza Marques de la Senia"	""	""	""	""	""	""	""	"{'leisure': 'park', 'name': 'Plaza Marques de la Senia'}"
"way"	"126968890"	"Plaza de Es Baluard"	""	""	""	""	""	""	""	"{'layer': '1', 'leisure': 'park', 'name': 'Plaza de Es Baluard', 'surface': 'sett'}"
"way"	"962239924"	"Plaza"	""	""	""	""	""	""	""	"{'leisure': 'park', 'name': 'Plaza'}"
"way"	"626882081"	"Plaza de la Iglesia"	""	""	""	""	""	""	""	"{'leisure': 'park', 'name': 'Plaza de la Iglesia'}"
"way"	"55616407"	"Plaza Cementerio"	""	""	""	""	""	""	""	"{'leisure': 'park', 'name': 'Plaza Cementerio'}"
"way"	"345303250"	"Plaza de España"	""	""	""	""	""	""	""	"{'highway': 'primary', 'name': 'Plaza de España', 'oneway': 'yes', 'surface': 'asphalt'}"
"way"	"168739249"	"Plaza El Remei"	""	""	""	""	""	""	""	"{'leisure': 'park', 'lit': 'yes', 'name': 'Plaza El Remei', 'surface': 'concrete'}"
"way"	"962649307"	"Plaza UIB"	""	""	""	""	""	""	""	"{'leisure': 'park', 'name': 'Plaza UIB'}"
"way"	"650078014"	"plaza de armas"	""	""	""	""	""	""	"name:cs=nástupiště (buzerplac)"	"{'area': 'yes', 'highway': 'pedestrian', 'name': 'plaza de armas', 'name:cs': 'nástupiště (buzerplac)'}"
"relation"	"8200784"	"Plaza Industria"	""	""	""	""	""	""	""	"{'leisure': 'park', 'name': 'Plaza Industria', 'type': 'multipolygon'}"
